2017-04-06 14:00:00,1169.37,1177.70,1168.00,1168.77,441
2017-04-06 14:30:00,1168.80,1177.00,1167.40,1177.00,182
2017-04-06 15:00:00,1176.99,1178.96,1173.92,1175.48,216
2017-04-06 15:30:00,1175.47,1175.54,1168.49,1172.00,120
2017-04-06 16:00:00,1172.00,1172.36,1166.62,1167.33,69
2017-04-06 16:30:00,1167.32,1168.00,1161.04,1164.85,110
2017-04-06 17:00:00,1164.85,1172.84,1164.85,1169.93,212
2017-04-06 17:30:00,1168.64,1169.92,1165.81,1169.92,32
2017-04-06 18:00:00,1168.15,1172.21,1166.35,
